NRA,NOMBRE,SCIAN,DESC_SCIAN,SECTOR,SUBSECTOR,ACTIVIDAD,PARQ_ IND,COORD_UTMX,COORD_UTMY,LAT_NORTE,lat1,lat2,lat3,lat,LON_OESTE,lon1,lon2,lon3,lon,CALLE,NUM_EXT,NUM_INT,COLONIA,LOCALIDAD,ESTADO,MUNICIPIO,CP
EAM2300500216,"Envasadoras de aguas en Mexico S de RL de CV,Bonafont",312112,Purificación y embotellado de agua,Bebidas y tabaco,Envasado de aguas purificadas o de manantial,Purificación y embotellado de agua,,515635.4342,2330164.649,"21°4'20""",21,4,20,21.07222222,"86°50'58""",86,50,58,-86.84944444,Boulevard Luis Donaldo Colocio,manzana 305 305, ,Colonia ALFREDO V BONFIL,ALFREDO V. BONFIL,QUINTANA ROO,Benito Juarez,77560
EAM3105000235,"Envasadoras de aguas en Mexico S de RL de CV,Bonafont",312112,Purificación y embotellado de agua,Bebidas y tabaco,Produccion de refrescos,Purificación y embotellado de agua,,221869.6619,2317304.239,"20°56'6""",20,56,6,20.935,"89°40'27""",89,40,27,-89.67416667,Calle 17 X 14 Y 20,346, ,Ciudad CIUDAD INDUSTRIAL,MERIDA,YUCATAN,Merida,97288
EAOBB1901611,"ELÉCTRICA AUTOMOTRIZ OMEGA, S.A. DE C.V.,Eléctrica Automotriz Omega ",331419,Fundición y refinación de otros metales no ferrosos,Metalurgica (incluye la siderurgica),"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos",FUNDICIÓN Y REFINACIÓN DE OTROS METALES NO FERROSOS ,PARQUE INDUSTRIAL DR. GONZALEZ,404469.0165,2859936.869,"25°51'16""",25,51,16,25.85444444,"99°57'12""",99,57,12,-99.95333333,Calle Avenida Parque Industrial ,S/N , ,,DOCTOR GONZALEZ,NUEVO LEON,Dr. Gonzalez,66750
EATAD3018911,"Electricidad Aguila de Tuxpan, S. de R.L. de C.V.,Central de Ciclo Combinado Tuxpan 2",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,GENERACIÓN DE ENERGÍA ELÉCTRICA,,682952.2466,2305776.866,"20°50'34""",20,50,34,20.84277778,"97°14'30""",97,14,30,-97.24166667,Carretera KILOMETRO 15.5  LOS KILOMETROS,S/N ,CCC TUXPAN II ,Pueblo CONGREGACION CHILE FRIO,TUXPAM DE RODRIGUEZ CANO,VERACRUZ,Tuxpam,92800
EAVAD1103311,"ENERGIA AZTECA VIII S DE RL DE CV,CENTRAL EL BAJÍO",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,GENERACIÓN DE ENERGIA,,332934.3338,2350125.832,"21°14'42""",21,14,42,21.245,"100°36'35""",100,36,35,-100.6097222,Carretera 57 QRO-SLP,KM 83.9 , ,Colonia SAN LUIS DE LA PAZ CENTRO,SAN LUIS DE LA PAZ,GUANAJUATO,San Luis de la Paz,37900
EAXLS0200212,"ENERGIA AZTECA X SA DE CV,",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,"GENERACION, TRANSMISION Y SUMINISTRO DE ENERGIA ELECTRICA",,642224.2388,3562597.032,"32°11'27""",32,11,27,32.19083333,"115°29'28""",115,29,28,-115.4911111,Carretera KM. No. 12 CARRET. FEDERAL MEXICALI-TIJUANA,L-45 ,N/A ,Colonia PROGRESO,PROGRESO,BAJA CALIFORNIA,Mexicali,21610
EBCAD0200211,"Energia de Baja California S de RL de CV,",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,generacion y transmision de energia electrica,,628785.3452,3608018.152,"32°36'7""",32,36,7,32.60194444,"115°37'39""",115,37,39,-115.6275,Carretera MEXICALI-TIJUANA,KM 12 L-46, ,Colonia PROGRESO,MEXICALI,BAJA CALIFORNIA,Mexicali,21610
ECAAD0400712,"ENERGIA CAMPECHE S.A. DE C.V.,Energía Campeche",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,GENERACIÓN DE ENERGÍA ELÉCTRICA,,633553.5559,1983595.083,"17°56'10""",17,56,10,17.93611111,"91°44'20""",91,44,20,-91.73888889,"Calle CARR. FEDERALNO. 186,TRAMO VILLA HERMOSA",KM. 156 , ,Pueblo PALIZADA CENTRO,PALIZADA,CAMPECHE,Palizada,24207
ECAMB1505711,"ELI CAMI Y COMPAÑIA S.A.,",325190,Fabricación de otros productos químicos básicos orgánicos,Quimica,Fabricacion de aceites y grasas alimenticias,FABRICACIÓN DE PRODUCTOS QUIMICOS,,473829.215,2155098.325,"19°29'25""",19,29,25,19.49027778,"99°14'57""",99,14,57,-99.24916667,Calle CALZ. SAN MATEO NOPALA,28, ,Colonia JARDINES DE SAN MATEO,NAUCALPAN DE JUAREZ,MEXICO,Naucalpan de Juarez,53240
ECARB0200111,"Energia Costa Azul S. de R. L. de C.V.,",222210,Suministro de gas por ductos al consumidor final,Petroleo y petroquimica,Transportacion por ductos de gas natural y otros tipos de gases,"Recibo, almacenamiento y regasificación de Gas Natural Licuado",,538723.9042,3545170.143,"32°2'31""",32,2,31,32.04194444,"116°35'23""",116,35,23,-116.5897222,Carretera TIJUANA-ENSENADA KM 81.2,S/N , ,Colonia EL SAUZAL,EL SAUZAL DE RODRIGUEZ,BAJA CALIFORNIA,Ensenada,22760
ECC421701111,"ECCACIV, S.A. DE C.V.,ECCACIV",222112,"Captación, tratamiento y suministro de agua realizados por el sector privado",Otros,"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot",TRATAMIENTO DE AGUAS RESIDUALES,,481979.3984,2086475.209,"18°52'12""",18,52,12,18.87,"99°10'15""",99,10,15,-99.17083333,Carretera CARR. JIUTEPEC-ZAPATA,KM. 3.5 , ,Colonia MIGUEL HIDALGO,JIUTEPEC,MORELOS,Jiutepec,62556
ECC5U1904611,"ESMALTES Y COLORANTES CERAMICOS SA DE CV,ESMALTES Y COLORANTES CERAMICOS",325510,Fabricación de pinturas y recubrimientos,Pinturas y tintas,"Produccion de pinturas, recubrimientos e impermeabilizantes",FABRICACIÓN DE PINTURAS Y RECUBRIMIENTOS,,374715.7331,2847140.148,"25°44'12""",25,44,12,25.73666667,"100°14'56""",100,14,56,-100.2488889,Calle VIA MONTERREY-MATAMOROS,601,S/N ,Colonia LOS MORALES,SAN NICOLAS DE LOS GARZA,NUEVO LEON,San Nicolas de los Garza,66480
ECE1100700142,"ECOSISTEMA DE CELAYA SA DE CV,ECCELSA",222112,"Captación, tratamiento y suministro de agua realizados por el sector privado",Otros,"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot",Planta de Tratamiento de Aguas Residuales Municipales de Celaya ,,306213.8449,2268998.067,"20°30'35""",20,30,35,20.50972222,"100°51'30""",100,51,30,-100.8583333,Camino Ponciano Aguilar,115, ,Ninguno PRIMERA  FRACCION DE CRESPO,PRIMERA FRACCION DE CRESPO (EL MOLINO),GUANAJUATO,Celaya,38110
ECIAD0803711,"ENERGIA CHIHUAHUA SA DE CV,",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,Generación de Energía Eléctrica,,359019.8635,3467506.304,"31°20'0""",31,20,0,31.33333333,"106°28'54""",106,28,54,-106.4816667,Calle CARRET. PANAMERICANA,KM. 166 , ,Colonia ND,JUAREZ,CHIHUAHUA,Juarez,32370
ECL912201611,"ELECTRONICA CLARION, S.A. DE C.V.,",334410,Fabricación de componentes electrónicos,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",ENSAMBLE DE PARTES ELECTRÓNICAS,,397931.6126,2257611.965,"20°24'50""",20,24,50,20.41388889,"99°58'41""",99,58,41,-99.97805556,Calle Nueve Oriente ,3, ,Colonia ZONA INDUSTRIAL VALLE DE ORO ,SAN JUAN DEL RIO,QUERETARO,San Juan del Rio,76803
ECNTC0600211,"ENERGÍA Y COMPONENTES DE NORTEAMÉRICA, S.A. DE C.V.,PURABATERIA",468211,"Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones",Otros,Centros distribuidores de autotransportes ,VENTA Y DISTRIBUCIÓN DE ACUMULADORES AUTOMOTRICES,,636375.2945,2127635.806,"19°14'15""",19,14,15,19.2375,"103°42'9""",103,42,9,-103.7025,Avenida EJERCITO MEXICANO,393, ,Colonia ORIENTAL,COLIMA,COLIMA,Colima,28046
ECOBB2701212,"GEOCYCLE MÉXICO, S.A. DE C.V.,GEOCYCLE MEXICO, S.A DE C.V. PLANTA MACUSPANA",562111,Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos,Tratamiento de residuos peligrosos,Tratamiento de residuos peligrosos para uso como combustibles alternos,FORMULACIÓN DE COMBUSTIBLE ALTERNO,,558983.759,1951726.588,"17°39'5""",17,39,5,17.65138889,"92°26'38""",92,26,38,-92.44388889,Carretera VILLAHERMOSA-ESCARCEGA,KM 68.5 , ,Ejido BUENA VISTA APASCO,MACUSPANA,TABASCO,Macuspana,86700
ECOBB3008711,"ECOENTORNO S.A. DE C.V.,",488990,Otros servicios relacionados con el transporte,Otros,Transporte de carga en general,TRANSPORTE DE RESIDUOS PELIGROSOS,,721648.8021,2161050.977,"19°31'54""",19,31,54,19.53166667,"96°53'15""",96,53,15,-96.8875,Calle AV. ARAUCARIAS,297, ,Colonia FUENTE DE LAS ANIMAS,JALAPA,VERACRUZ,Xalapa,91190
ECOBT0600211,"EMBOTELLADORA DE COLIMA SA DE CV,COCA COLA DE COLIMA",312111,Elaboración de refrescos y otras bebidas no alcohólicas,Bebidas y tabaco,Produccion de refrescos,Productor envasador o fabricante de refrescos ,,635483.288,2126864.031,"19°13'50""",19,13,50,19.23055556,"103°42'39""",103,42,39,-103.7108333,Avenida TECOMAN SUR ,99, ,Colonia EL MORALETE,COLIMA,COLIMA,Colima,28060
ECOLY0502711,"GEOCYCLE MEXICO, S.A. DE C.V.,  (PLANTA RAMOS ARIZPE)",562111,Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos,Tratamiento de residuos peligrosos,Tratamiento de residuos peligrosos para uso como combustibles alternos,ACOPIO Y RECICLAJE DE RESIDUOS PELIGROSOS,ND,311685.6303,2833707.914,"25°36'32""",25,36,32,25.60888889,"100°52'31""",100,52,31,-100.8752778,Carretera  SALTILLO-MONTERREY KM. 23.5,S/N , ,,RAMOS ARIZPE,COAHUILA,Ramos Arizpe,25900
ECOLY0600911,"GEOCYCLE MÉXICO  S.A. DE C.V. ,GEOCYCLE MEXICO  S.A. DE C.V. (PLANTA TECOMAN)",562111,Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos,Tratamiento de residuos peligrosos,Tratamiento de residuos peligrosos para uso como combustibles alternos,ACOPIO Y RECICLAJE DE RESIDUOS PELIGROSOS ,,618568.3819,2099403.297,"18°59'1""",18,59,1,18.98361111,"103°52'25""",103,52,25,-103.8736111,Carretera  CALERAS KM 1.5,S/N ,NA ,Ninguno NA,TECOMAN,COLIMA,Tecoman,28130
ECOLY3008511,"GEOCYCLE S.A. DE C.V.,",562111,Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos,Tratamiento de residuos peligrosos,Tratamiento de residuos peligrosos para uso como combustibles alternos,Tratamiento de residuos peligrosos,GEOCYCLE  (PLANTA ORIZABA),707246.2609,2086139.933,"18°51'24""",18,51,24,18.85666667,"97°1'58""",97,1,58,-97.03277778,Boulevard  FERNANDO GUTIERREZ BARRIOS,2931, ,,IXTACZOQUITLAN,VERACRUZ,Ixtaczoquitlan,94450
ECOUB0600211,"ECOSISTEMA DE COLIMA S.A. DE C.V.,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE COLIMA Y VILLA DE ALVAREZ",222112,"Captación, tratamiento y suministro de agua realizados por el sector privado",Otros,"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot",TRATAMIENTO DE AGUAS RESIDUALES MUNICIPALES,,629669.8164,2123592.885,"19°12'5""",19,12,5,19.20138889,"103°45'59""",103,45,59,-103.7663889,Calle KM 2 CARR. LOMA DE JUANREZ-LOS LIMONES,S/N , ,Colonia LOMA DE JUAREZ,COLIMA,COLIMA,Colima,28640
ECO1501000011,"GEOCYCLE MEXICO, S.A. DE C.V.,GEOCYCLE MEXICO S.A. DE C.V., PLANTA APAXCO",562111,Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos,Tratamiento de residuos peligrosos,Tratamiento de residuos peligrosos para uso como combustibles alternos,ACOPIO Y RECICLAJE DE RESIDUOS PELIGROSOS,,482953.2823,2210012.137,"19°59'11""",19,59,11,19.98638889,"99°9'46""",99,9,46,-99.16277778,Carretera PROGRESO- APAXCO,KM 0.1 ,S/N ,Pueblo APAXCO DE OCAMPO,APAXCO DE OCAMPO,MEXICO,Apaxco,55660
ECO2201400823,"EATON CONTROLS, S. DE R.L. DE C.V,",332710,Maquinado de piezas metálicas para maquinaria y equipo en general,Automotriz,Produccion de otras auto partes,Maquinado de partes para la industria en general con tratamiento térmico,PARQUE INDUSTRIAL QUERETARO,348630.0975,2303661.833,"20°49'36""",20,49,36,20.82666667,"100°27'16""",100,27,16,-100.4544444,Avenida BALVANERA,61, ,,SANTA ROSA JAUREGUI,QUERETARO,Queretaro,76220
ECO2803200143,"EATON CONTROLS, S. DE R.L. DE C.V,EATON CONTROLS S DE RL DE CV PLANTA 1",334410,Fabricación de componentes electrónicos,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",FABRICACION DE OTROS PRODUCTOS ELECTRICOS ,PARQUE INDUSTRIAL COLONIAL,580002.1762,2875702.11,"25°59'52""",25,59,52,25.99777778,"98°12'2""",98,12,2,-98.20055556,Avenida Chapultepec,SN , ,,REYNOSA,TAMAULIPAS,Reynosa,88787
ECO912803221,"EATON CONTROLS, S. DE R.L. DE C.V,Eaton Controls S. de R.L. de C.V. planta 4",339999,Otras industrias manufactureras,Quimica,Produccion de hule sintetico,Fabricación de mangueras y conectores para fluídos hidraulicos,Parque Colonial,580620.2244,2875503.819,"25°59'46""",25,59,46,25.99611111,"98°11'40""",98,11,40,-98.19444444,Avenida Pedregal,M4 ,835,,REYNOSA,TAMAULIPAS,Reynosa,88787
ECO912803222,"EATON CONTROLS, S. DE R.L. DE C.V,EATON CONTROLS, S . DE R.L. DE C.V PLANTA 2 Y 3",339999,Otras industrias manufactureras,"Equipos y articulos electronicos, electricos y domesticos","Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos",FABRICACION DE OTROS PRODUCTOS ELECTRICOS,,569210.4065,2873022.517,"25°58'27""",25,58,27,25.97416667,"98°18'30""",98,18,30,-98.30833333,Avenida AVE. CHAPULTEPEC S/N,S/N S/N,S/N S/N,Colonia PARQUE INDUSTRIAL COLONIAL,REYNOSA,TAMAULIPAS,Reynosa,88787
ECT1904600078,"BIO PAPPEL PACKAGING, S.A. DE C.V., PLANTA SAN NICOLÁS",322299,Fabricación de otros productos de cartón y papel,Celulosa y papel,Produccion de carton y cartoncillo,FABRICACION DE LAMINAS Y CAJAS DE CARTON CORRUGADO,,372057.9387,2844427.818,"25°42'43""",25,42,43,25.71194444,"100°16'30""",100,16,30,-100.275,Avenida Av. Adolfo Lopez Mateos,1006, ,Ciudad FUTURO NOGALAR SECTOR 1,SAN NICOLAS DE LOS GARZA,NUEVO LEON,San Nicolas de los Garza,66484
ECT581402311,"BIO PAPPEL PACKAGING, S.A. DE C.V.,BIO PAPPEL PLANTA ZAPOTLAN",322220,Fabricación de bolsas de papel y productos celulósicos recubiertos y tratados,Celulosa y papel,Produccion de otros articulos celulosicos,FABRICACION DE SACOS DE PAPEL,,661423.2598,2178026.021,"19°41'27""",19,41,27,19.69083333,"103°27'35""",103,27,35,-103.4597222,Calle AV. SAN BARTOLO,435, ,Colonia EL CAMPANARIO,CIUDAD GUZMAN,JALISCO,Zapotlan el Grande,49090
ECT581900611,"BIO PAPPEL SAB de C.V., PLANTA APODACA",322210,Fabricación de envases de cartón,Celulosa y papel,Produccion de carton y cartoncillo,FABRICACIÓN DE CARTÓN Y CARTONCILLO,PARQUE INDUSTRIAL REGIO PARQUE,376914.5249,2848283.578,"25°44'50""",25,44,50,25.74722222,"100°13'38""",100,13,38,-100.2272222,Carretera ANTIGUA  APODACA KM 7.1,S/N , ,,CIUDAD APODACA,NUEVO LEON,Apodaca,66600
ECT911403911,"Emerson Climate Technologies Mexico S.A. de C.V,",332999,Fabricación de otros productos metálicos,Articulos y productos metalicos,Produccion de aparatos de refrigeracion y/o aire acondicionado,"FABRICACIÓN Y DISEÑO DE EQUIPOS DE AIRE ACONDICIONADO,REFRIGERACIÓN Y CALEFACCIÓN",,672340.9968,2281968.583,"20°37'44""",20,37,44,20.62888889,"103°20'45""",103,20,45,-103.3458333,Calle CIRCUITO ING. TOMAS LIMON GUTIERREZ,3270, ,Colonia LAS HIGUERILLAS 1A. SECCION,GUADALAJARA,JALISCO,Guadalajara,44970
ECU220000003,"ENSE¿ANZA Y CULTURA A.C.,Instituto Querétano San Javier A.C.",611161,Escuelas de educación media superior del sector privado,Otros,Servicios publicos y privados de educacion superior,Servicio de Educación Media Superior,,356093.2406,2278421.906,"20°35'57""",20,35,57,20.59916667,"100°22'51""",100,22,51,-100.3808333,Calle Mariano Arista,51 B, ,Colonia SAN JAVIER,SANTIAGO DE QUERETARO,QUERETARO,Queretaro,76020
ECU5L1610211,"Eastman Chemical Uruapan S.A. de C.V,EASTMAN CHEMICAL URUAPAN, S.A. DE C.V.",325211,Fabricación de resinas sintéticas,Quimica,Produccion de resinas sinteticas,FABRICACIÓN DE RESINAS A BASE DE GOMA DE PINO,,809488.8367,2148933.234,"19°24'39""",19,24,39,19.41083333,"102°3'11""",102,3,11,-102.0530556,Calle PASEO GRAL. LAZARO CARDENAS,844, ,Colonia LA MAGDALENA,URUAPAN,MICHOACAN,Uruapan,60080
EDG0702700010,"EMBOTELLADORA Y DISTRIBUIDORA GEPP SA DE CV,Planta Tuxtla",312111,Elaboración de refrescos y otras bebidas no alcohólicas,Bebidas y tabaco,Produccion de refrescos,Elaboración de Bebidas carbonatadas y no carbonatadas no alcohólicas y embotellado de agua,,498145.2694,1842366.986,"16°39'49""",16,39,49,16.66361111,"93°1'2""",93,1,2,-93.01722222,Carretera TUXTLA-LA ANGOSTURA,KM 9 , ,Colonia RIVERA CUPIA,CHIAPA DE CORZO,CHIAPAS,Chiapa de Corzo,29169
EDM0101100010,"EXEDY DYNAX MEXICO, SA DE CV.,EXEDY DYNAX MEXICO, SA DE CV ",336350,Fabricación de partes de sistemas de transmisión para vehículos automotores,Automotriz,Produccion de partes para el sistema de transmision automotriz,FABRICACIÓN DE PARTES AUTOMOTRICES,PARQUE INDUSTRIAL DE LOGISTICA AUTOMOTRIZ PE¿UELAS,778617.778,2404957.076,"21°43'34""",21,43,34,21.72611111,"102°18'23""",102,18,23,-102.3063889,Circuito PROGRESO,101, ,,AGUASCALIENTES,AGUASCALIENTES,Aguascalientes,20340
EDO0901700117,"ESTUFAS DOMESTICAS, S.A.P.I. DE C.V.,",335220,Fabricación de aparatos de línea blanca,Articulos y productos metalicos,Produccion de calentadores y quemadores,FABRICACIÓN Y ENSAMBLE DE ESTUFAS Y HORNOS DE USO DOMÉSTICO,,490088.4308,2149520.831,"19°26'24""",19,26,24,19.44,"99°5'39""",99,5,39,-99.09416667,Calle Oriente 158,440,A ,Colonia MOCTEZUMA 2A SECCION,VENUSTIANO CARRANZA,DISTRITO FEDERAL,Venustiano Carranza,15530
EDU0803700009,"EDUMEX SA DE CV,EDUMEX S.A. DE C.V.",339999,Otras industrias manufactureras,Metalurgica (incluye la siderurgica),Produccion de abrasivos,"ELABORACIÓN DE PRODUCTOS ABRASIVOS, EMPAQUE DE GANCHOS Y TAPES",PARQUE INDUSTRIAL RAMON RIVERA LARA,364419.1422,3507408.279,"31°41'38""",31,41,38,31.69388889,"106°25'50""",106,25,50,-106.4305556,Avenida RAMON RIVERA LARA,6520, ,,JUAREZ,CHIHUAHUA,Juarez,32605
EDU0803700392,"EDUMEX SA DE CV,",339999,Otras industrias manufactureras,Metalurgica (incluye la siderurgica),Produccion de abrasivos,ELABORACION DE FILTROS Y SOPORTES DEPORTIVOS,PARQUE INDUSTRIAL RAMON RIVERA LARA,364408.6037,3507471.649,"31°41'40""",31,41,40,31.69444444,"106°25'50""",106,25,50,-106.4305556,Avenida RAMON RIVERA LARA,6515, ,,JUAREZ,CHIHUAHUA,Juarez,32606
EDU520803711,"EDUMEX SA DE CV,EDUMEX S.A. DE C.V.",339999,Otras industrias manufactureras,Metalurgica (incluye la siderurgica),Produccion de abrasivos,ELABORACIÓN DE FILTROS,P.I. RAMON RIVERA LARA,364616.552,3507359.53,"31°41'36""",31,41,36,31.69333333,"106°25'42""",106,25,42,-106.4283333,Calle PROF. RAMON RIVERA LARA,6621, ,,JUAREZ,CHIHUAHUA,Juarez,32605
EDU7A0803711,"EDUMEX SA DE CV,",339999,Otras industrias manufactureras,Articulos y productos compuestos de diferentes materiales,"Produccion de equipos y/o articulos, medicos y/o quirurgicos","PRODUCTOS PARA USO EN CIRUGIA Y CURACIONES, CORTE, ENSAMBLE Y EMPAQUE DE FILTROS, ENSAMBLE",PARQUE INDUSTRIAL RAMON RIVERA LARA,364474.4536,3507376.866,"31°41'37""",31,41,37,31.69361111,"106°25'48""",106,25,48,-106.43,Avenida RAMON RIVERA LARA,"6620, 6618 ", ,,JUAREZ,CHIHUAHUA,Juarez,32605
EEO5E1412011,"ETIQUETAS ELECTRONICAS DE OCCIDENTE SA DE CV,",323120,Industrias conexas a la impresión,Otros,"Edicion, Encuadernacion y/o impresion",compra venta y fabricación de productos flexograficos,,667588.9391,2294738.556,"20°44'41""",20,44,41,20.74472222,"103°23'25""",103,23,25,-103.3902778,Calle INDUSTRIA ZAPATERA,123, ,Colonia FRACC. INDUSTRIAL ZAPOPAN NORTE,ZAPOPAN,JALISCO,Zapopan,45123
EEV1501600005,"EVM ENERGIA DEL VALLE DE MEXICO S.A.P.I. DE C.V.,EVM Energía",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,generación y transmisión de energía eléctrica,,534827.9035,2183429.332,"19°44'46""",19,44,46,19.74611111,"98°40'3""",98,40,3,-98.6675,Carretera  OTUMBA-CD. SAHAGUN,KM. 16-150 , ,Ninguno AXAPUSCO,JALTEPEC,MEXICO,Axapusco,55940
EEW6E2903111,"EUWE EUGEN WEXLER DE MÉXICO, S.A. DE C.V.,",326192,Fabricación de autopartes de plástico con y sin reforzamiento,Automotriz,Produccion de otras auto partes,FABRICACION DE AUTOPARTES DE PLASTICO,CIUDAD INDUSTRIAL XICOHTENCATL,599125.3758,2155826.205,"19°29'40""",19,29,40,19.49444444,"98°3'19""",98,3,19,-98.05527778,Calle RANCHO SECO,403, ,,TETLA,TLAXCALA,Tetla de la Solidaridad,90434
EEX0503500181,"ENERTEC EXPORTS S DE RL DE CV,JOHNSON CONTROLS",335910,Fabricación de acumuladores y pilas,Metalurgica (incluye la siderurgica),Produccion de acumuladores y pilas electricas,Fabricación de Acumuladores para Automóviles,LAS AMERICAS,664527.1341,2824450.424,"25°31'41""",25,31,41,25.52805556,"103°21'45""",103,21,45,-103.3625,Boulevard CENTRAL,7, ,,TORREON,COAHUILA,Torreon,27278
EEX1100700022,"ENERTEC EXPORTS S DE RL DE CV,ENERTEC EXPORTS PLANTA CELAYA",335910,Fabricación de acumuladores y pilas,Metalurgica (incluye la siderurgica),Produccion de acumuladores y pilas electricas,Producción de acumuladores y pilas eléctricas,,312275.5158,2273843.629,"20°33'15""",20,33,15,20.55416667,"100°48'2""",100,48,2,-100.8005556,Ninguno MANZANA 5,LOTE 1 Y 2 , ,Colonia CIUDAD INDUSTRIAL,CELAYA,GUANAJUATO,Celaya,38010
EEX1901800002,"ENERTEC EXPORTS S DE RL DE CV,Johnson Controls (Planta García)",331419,Fundición y refinación de otros metales no ferrosos,Metalurgica (incluye la siderurgica),Afinacion y refinacion de otros metales no ferrosos,Reciclaje de plomo y polipropileno de baterías automotrices,,342429.9922,2851364.268,"25°46'18""",25,46,18,25.77166667,"100°34'16""",100,34,16,-100.5711111,Carretera  A GARCIA KM. 9.5,9500,. ,Ciudad CENTRO VILLA DE GARCIA (CASCO),GARCIA,NUEVO LEON,Garcia,66000
EEX1902100006,"ENERTEC EXPORTS S DE RL DE CV,JOHNSON CONTROLS",335910,Fabricación de acumuladores y pilas,Metalurgica (incluye la siderurgica),Produccion de acumuladores y pilas electricas,PRODUCCIÓN DE ACUMULADORES Y PILAS ELÉCTRICAS.,,364376.6798,2855329.119,"25°48'35""",25,48,35,25.80972222,"100°21'10""",100,21,10,-100.3527778,Avenida DE LA FUNDICION,333, ,Colonia PARQUE INDUSTRIAL III,CIUDAD GENERAL ESCOBEDO,NUEVO LEON,Gral.  Escobedo,66061
EEX8Z1901211,"ENERTEC EXPORTS S DE RL DE CV,JOHNSON CONTROLS",335910,Fabricación de acumuladores y pilas,Metalurgica (incluye la siderurgica),Produccion de acumuladores y pilas electricas,FABRICACION DE ACUMULADORES AUTOMOTRICES PLOMO-ACIDO,,377444.4262,2873273.971,"25°58'23""",25,58,23,25.97305556,"100°13'27""",100,13,27,-100.2241667,Calle AVE. DEL PARQUE,2155, ,Colonia PARQUE INDUSTRIAL MONTERREY TECHNOLOGY P,CIENEGA DE FLORES,NUEVO LEON,Cienega de Flores,65550
EFU360200413,"COMPAÑIA EMBOTELLADORA DEL FUERTE S DE RL DE CV,",312111,Elaboración de refrescos y otras bebidas no alcohólicas,Bebidas y tabaco,Produccion de refrescos,ELABORACIÓN Y DISTRIBUCIÓN DE BEBIDAS CARBONATADAS Y NO CARBONATADAS NO ALCOHÓLICAS,,512155.7172,3590416.887,"32°27'3""",32,27,3,32.45083333,"116°52'14""",116,52,14,-116.8705556,Calle LOS OLIVOS,17700, ,Colonia PARQ. IND. EL FLORIDO,TIJUANA,BAJA CALIFORNIA,Tijuana,22224
EGCC22200611,"EMILIO GOMEZ CAMACHO E HIJOS SA DE CV,EMILIO GOMEZ CAMACHO E HIJOS, SA DE CV",493111,Almacenes generales de depósito,Petroleo y petroquimica,Almacenamiento y distribucion de productos derivados del petroleo,COMPRA - VENTA DE COMBUSTIBLES,,348717.8179,2270535.775,"20°31'39""",20,31,39,20.5275,"100°27'3""",100,27,3,-100.4508333,Calle LOTE KM 8,LT 8 , ,Fraccionamiento BALVANERA,EL PUEBLITO,QUERETARO,Corregidora,76908
EIN3003900197,"ENERGIA INFRA S.A.P.I DE C.V,",221110,"Generación, transmisión y distribución de energía eléctrica",Generación de energia electrica,Generacion y transmision de energia electrica,GENERACIÓN Y TRANSMISIÓN DE ENERGÍA ELÉCTRICA,,355689.8817,1999732.693,"18°4'53""",18,4,53,18.08138889,"94°21'49""",94,21,49,-94.36361111,Camino KM 1.3  PETROLERO AL CHAPO,SN , ,Ranchería COATZACOALCOS,COATZACOALCOS,VERACRUZ,Coatzacoalcos,96499
